序号-时间	进程名	进程ID	动作	路径	参数	结果	
216-18:03:00.2540303	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech\microsoft-windows-languagefeatures-texttospeech-es-es-package~31bf3856ad364e35~amd64~~10.0.20348.1	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech 	0x00000000 [操作成功完成。  ]	
217-18:03:00.2550271	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\servicing\InboxFodMetadataCache\Metadata\Language.TextToSpeech~es-mx~1.0.mum	-	0x00000000 [操作成功完成。  ]	
218-18:03:00.2550271	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech\microsoft-windows-languagefeatures-texttospeech-es-mx-package~31bf3856ad364e35~amd64~~10.0.20348.1	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech 	0x00000000 [操作成功完成。  ]	
219-18:03:00.2550271	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\servicing\InboxFodMetadataCache\Metadata\Language.TextToSpeech~fi-fi~1.0.mum	-	0x00000000 [操作成功完成。  ]	
220-18:03:00.2550271	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech\microsoft-windows-languagefeatures-texttospeech-fi-fi-package~31bf3856ad364e35~amd64~~10.0.20348.1	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech 	0x00000000 [操作成功完成。  ]	
221-18:03:00.2560236	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\servicing\InboxFodMetadataCache\Metadata\Language.TextToSpeech~fr-ca~1.0.mum	-	0x00000000 [操作成功完成。  ]	
222-18:03:00.2560236	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech\microsoft-windows-languagefeatures-texttospeech-fr-ca-package~31bf3856ad364e35~amd64~~10.0.20348.1	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech 	0x00000000 [操作成功完成。  ]	
223-18:03:00.2560236	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\servicing\InboxFodMetadataCache\Metadata\Language.TextToSpeech~fr-ch~1.0.mum	-	0x00000000 [操作成功完成。  ]	
224-18:03:00.2560236	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech\microsoft-windows-languagefeatures-texttospeech-fr-ch-package~31bf3856ad364e35~amd64~~10.0.20348.1	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\Component Based Servicing\CapabilityIndex\Language.TextToSpeech 	0x00000000 [操作成功完成。  ]	
225-18:03:00.2570200	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\servicing\InboxFodMetadataCache\Metadata\Language.TextToSpeech~fr-fr~1.0.mum	-	0x00000000 [操作成功完成。  ]	
